filename,original,descriptions
img_0083,"Tikz picture as large as possible on A4 Page
 
 I'm trying to make an origami template in tikz. I've made a latex document with 0.5cm margins on all 4 sides. Here is my tikz code:
 \documentclass[landscape,a4paper]{article}
 
 \usepackage[top=0.5cm, bottom=0.5cm, left=0.5cm, right=0.5cm]{geometry}
 
 \usepackage{float}
 \usepackage{graphics}
 \usepackage{graphicx}
 
 \usepackage{graphicx}
 
 \usepackage{tikz}
 \usetikzlibrary{patterns}
 \usetikzlibrary{shapes,arrows}
 \usetikzlibrary{decorations.pathreplacing}
 
 \begin{document}
 \begin{figure}
 \centering
 \begin{tikzpicture}
 % \draw (0,0) rectangle (28.7cm,20cm);
 
 \draw (14.45, 4.9) -- (14.6, 17.0);
 \draw (14.6, 17.0) -- (26.5, 16.8);
 \draw (26.5, 16.8) -- (26.4, 4.7);
 \draw (26.4, 4.7) -- (20.43, 4.1);
 \draw (20.43, 4.1) -- (14.45, 4.9);
 
 \draw (20.43, 4.1) -- (14.6, 17.0);
 \draw (20.43, 4.1) -- (26.5, 16.8);
 
 \draw (14.6, 17) -- (2.7, 17.2);
 \draw (2.7, 17.2) -- (2.6, 5.1);
 \draw (2.6, 5.1) -- (8.47, 4.3);
 \draw (8.47, 4.3) -- (14.45, 4.9);
 
 \draw (8.47, 4.3) -- (2.7, 17.2);
 \draw (8.47, 4.3) -- (14.6, 17.0);
 
 \draw (2.6, 5.1) -- (1.3, 5.4);
 \draw (1.3, 5.4) -- (1.4, 14.5);
 \draw (1.4, 14.5) -- (2.7, 17.2);
 
 \draw (8.47, 4.3) -- (8.7, 0.4);
 \draw (8.7, 0.4) -- (10.65, 0.6);
 \draw (10.65, 0.6) -- (10.55, 1.5);
 \draw (10.55, 1.5) -- (12.99, 1.7);
 \draw (12.99, 1.7) -- (13.05, 0.86);
 \draw (13.05, 0.86) -- (14.97, 1.1);
 \draw (14.97, 1.1) -- (14.45, 4.9);
 
 \draw (14.45, 4.9) -- (17.18, 2.59);
 \draw (17.18, 2.59) -- (15.99, 1.95);
 \draw (15.99, 1.95) -- (15.97, 1.48);
 \draw (15.97, 1.48) -- (20.08, 1.10);
 \draw (20.08, 1.10) -- (20.43, 4.1);
 
 \draw (20.43, 4.1) -- (22.56, 1.24);
 \draw (22.56, 1.24) -- (22.69, 0.11);
 \draw (22.69, 0.11) -- (25.04, 0.44);
 \draw (25.04, 0.44) -- (24.93, 1.48);
 \draw (24.93, 1.48) -- (26.4, 4.7);
 
 \draw (2.6, 5.1) -- (2.08, 2.06);
 \draw (2.08, 2.06) -- (6.1, 1.35);
 \draw (6.1, 1.35) -- (6.15, 1.82);
 \draw (6.15, 1.82) -- (5.31, 2.77);
 \draw (5.31, 2.77) -- (8.47, 4.3);
 
 \node (mid) at (14.6, 17.0);
 \node (rh) at (20.48, 18.5);
 \node (r) at (26.5, 16.8);
 \node (lh) at (8.38, 18.63);
 \node (l) at (2.7, 17.2);
 
 \path (mid) edge [out=80,in=145,bend angle=180,looseness=1.45] (rh);
 \path (r) edge [out=96,in=35,bend angle=180,looseness=1.4] (rh);
 
 \path (mid) edge [out=100,in=35,bend angle=180,looseness=1.35] (lh);
 \path (l) edge [out=86,in=145,bend angle=180,looseness=1.45] (lh);
 \end{tikzpicture}
 \end{figure}
 
 \end{document}
 
 which produces the following page:
 
 If you look, the whole image seems to be shifted down. I have a commented out rectangle at the start of my tikz code that should put a border around the printable area.
 If I comment out the last 4 lines (the curved lines), then the tikz picture is in the correct place.
 I'm not too worried about precise scale, what I really want is for this to be as large as possible on the page - i.e. the top and bottom of the image should touch the margin of the page.","The figure shows a line structure enclosed within a rectangle. Inside the rectangle, there are two identical adjacent sections with each representing one half of the box. At the center of each section is a downward-pointing triangle. On top of the triangle there is a heart-like curved flap. At the bottom there there are several irregular shapes. Along the edges and within the structure there are dashed lines."
img_0084,"$C_2$ has 4 components, continuing the pattern as shown.","A square with a gray background and the word ""Image"" written in bold at the center. The square is divided by a vertical line, a horizontal line and two diagonal lines, creating eight triangular sections. The top-right section is labeled $C_0$ and the bottom left section is labeled $S^2$. In the center of the square some vectors go diagonal upwards and downwards. Outside the square a vector is labeled $C_1$ with a diagonal going upwards and one downwards."
img_0085,"standalone figure and tabular
 
 I'd like to generate a standalone pdf containing a pgf/tikz image and a tabular.
 I'm almost getting the desired result but there is a paragraph between the image and the tabular that breaks my layout (I guess it is due to the fact that the empty paragraph takes the full textwidth).
 What I do to get such result is the following:
 \documentclass{standalone}
 \usepackage{tikz}
 \usepackage{pgf}
 
 \begin{document}
 \begin{tikzpicture}
 ...
 \end{tikzpicture}
 %This empty line creates the undesired paragraph
 \begin{tabular}
 ...
 \end{tabular}
 \end{document}","At the top of the figure is a big upright rectangle, which is empty inside and drawn with solid black lines. Directly below the rectangle is a 3x2 grid of lowercase letters, The first row contains the letters a and b and a horizontal black line runs underneath this row. The second row contains the letters b and c and the third row continues with d and e."
img_0086,"Put text into small parts of a picture
 
 I have used the \multiput command to create a for example 4 by 4 table:
 \documentclass[a4paper,12pt]{report}‎
 ‎\usepackage{graphicx} % inserting images‎‎
 
 ‎\begin{document}‎‎‎‎
 ‎‎
 \setlength{\unitlength}{2mm}
 \begin{picture}(4,4)‎
 \multiput(25,0)(5,0){5}%
 {\line(0,1){20}}
 \multiput(25,0)(0,5){5}%
 {\line(1,0){20}}
 \end{picture}‎‎‎
 ‎
 ‎\end{document}‎
 
 how can I put text into each small square?","The figure shows a 4x4 grid. Each cell of the grid contains a single character and all rows and columns are clearly separated by thick black lines. In the first row the cells contain, from left to right, the letters a, b, c and d. In the second row the cells contain x, y, z and w and in the third row the cells contain the digits 1, 2, 3 and 4. Finally the fourth row contains the letters r, g, t and u."
img_0087,The sets $S$ and $S''$ in the proof of Claim~\ref{c:claim3},"The figure shows two side‐by‐side grids, the left labeled “(b) $S$” and the right “(b′) $S^n$.”. Each grid has three rows and five columns of vertices. The bottom row has $a_1,a_2,a_3,a_4,a_5$ placed along each intersecting point along the horizontal line, the middle row directly above has $b_1,b_2,b_3,b_4,b_5$, and the top row directly above has $c_1,c_2,c_3,c_4,c_5$."
img_0088,"Draw dotted background
 
 Is it possible to fill a region with randomly allocated dots using TikZ or PSTricks? I can't imagine somebody manually assigning dots coordinate by coordinate.",A slim triangle pointing diagonally downwards. The triangle is filled with small black dots on a white background.
img_0089,"Overall Architecture. From the bipartite graph representation of a MILP and its CR solution, the model computes a Lagrangian dual solution. First the MILP is encoded by a GNN, from which we parametrize a sampler for constraint representations. These representations are then passed through a decoder to compute Lagrangian Multipliers.","A left to right schematic diagram. On the far left is a blue ellipse labeled ""$MLP_r$ + CR-Solution + Dualized Constraints"". An arrow lead into a green rectangle titled ""Encoder"", which has three adjacent yellow blocks ""Feature Extraction"" at left, ""GNN"" in the center and ""Sampler"" at right. From the Encoder a single arrow points to another blue ellipse labeled ""Latent"", inside which a vertical stack of vectors is placed. Three arrows exit this ellipse and enter a green rectangle titled ""Decoder"", which contains 3 white boxes labeled ""MLP"". Each of these boxes has a arrow pointing towards a blue ellipse labeled ""Multiplier"". Finally, from this blue ellipse one arrow points towards a red rectangle with the label ""Energy Bound""."
img_0090,"TikZ braids package: inserting identities/space in braid diagrams
 
 I am using the braids package (https://www.ctan.org/pkg/braids) by Andrew Stacey to draw braid diagrams with TikZ. With this package, the braid is specified by a braid word. However, I haven't found a way to add identities to the braid, i.e. to space out different components of the braid word, like e.g. in the middle part of the left diagram (which is from the package documentation):
 
 At the moment I have the diagram on the right, corresponding to the code
 \documentclass[a4paper]{scrartcl}
 
 \usepackage{tikz}
 \usepackage{pgfplots}
 \pgfplotsset{compat=1.13}
 \usepackage{braids}
 
 \begin{document}
 
 \begin{tikzpicture}
 \braid[number of strands=4] (braid) a_2 a_3 a_3 a_2;
 \end{tikzpicture}
 
 \end{document}
 
 Is there a way to add a specified (arbitrary) amount of space between the two a_3? More generally, how can I add arbitrary space (= identity maps) before or after any crossing in a braid diagram?","The figure shows 4 vertical lines. The left line is a straight line from top to bottom and to its right, three lines weave around each other. Starting side by side, they cross near the top and near the end, which results in each line finishing in the same position as started."
img_0091,"{\bf Approximation in Eq. \eqref{A1}. } Comparison between the exact formula in Eq. \eqref{A1} (black) and the approximate one with either the raw parameters from minimization of the quadratic error: $A=0.964,a=1.361$ (green) or the adjusted ones: $A=19/20,a=4/3$ (red).","A graph with three different colored curves. The x-axis is labeled $\sqrt{\tau q k^2}$ (from 0 to 1.2) and the y-axis is labeled ""Equation (??)"" from (0 to 0.5. In the top right is a legend with each curve's formula written in it. The black curve has the formula $e^{-\pi\tau q k^2}\sqrt{1 - e^{-2}}$, the green curve $e^{-1.361\pi\tau q k^2}0.964\sqrt{2\pi}$ and the re curve $e^{-\tfrac{4}{3}\pi\tau q k^2}(19/20)\sqrt{2\pi}$. All three curves start at zero and then rise to a peak just above 0.5 when $\sqrt{\tau q k^2}=0.4$ and then go back down towards zero as $\sqrt{\tau q k^2}$ approaches 1.3."
img_0092,"Comparison on the average frame rate (FPS) under the hybrid model, with different $\epsilon$. The total number of vehicles is set to be 10K, and the $\epsilon$ value denotes the ratio of microscopic vehicles among them.","The figure shows a bar chart. The x-axis is labeled ""$\epsilon$ = Ratio of microscopic vehicles"" and has 6 values, 0.01, 0.02, 0.05, 0.1, 0.2 and 0.5. The y-axis is labeled ""Frame Per Second (FPS)"" and ranges from 0-4. Each bar is colored blue with a darker outline. The heights of the bars, from left to right, are approximately 3.5 FPS at $\epsilon=0.01$, 3.2 FPS at $\epsilon=0.02$, 2.5 FPS at $\epsilon=0.05$, 2.1 FPS at $\epsilon=0.1$, 1.3 FPS at $\epsilon=0.2$, and 0.5 FPS at $\epsilon=0.5$."
img_0093,Program with SOR ranking function.,"A network with three input nodes on the left, two nodes in the middle and one output node on the right. The inputs are labeled from top to bottom x, y and z. Both middle nodes are labeled ""ReLU"". From x there is an arrow pointing towards the top middle node, labeled with a 1. From there another arrow, also labeled 1, is going to the output node. From y there is an arrow, labeled 1, going to the bottom middle node and then from there another arrow, labeled 1, going to the output node. From z there are going two arrows to both of the middle nodes, with both arrows labeled -1."
img_0094,"Accessing node name within node text braces
 
 I am wishing for writing $\n$ as node text, where \n has the node's name.
 Working example:
 \documentclass{standalone}
 \usepackage{tikz}
 
 \begin{document}
 \begin{tikzpicture}
 [node distance=2em]
 \node (0) {0};
 \node (h) [above of=0] {};
 \node (a) [left of=h] {$a$};
 \node (b) [right of=h] {$b$};
 \draw (0) -- (a);
 \draw (0) -- (b);
 \end{tikzpicture}
 \end{document}
 
 Ideally, I hope to write the description of node a as
 \node (a) [left of=h] {$\n$};
 
 so that I can forget about the text (but still have them in math mode).","The figure shows a central node labeled 0 with two straight diagonal black lines going upwards, one to the left and the other one to the right. The left line ends at the label a and the right line ends at the label b."
img_0095,"The function $D_\phi^\lambda(\cdot,\frac{1}{2})$","A plot of a blue curve over $x \in [-2,2]$ (horizontal axis) and $y \in [0, 2.25]$ (vertical axis). The curve begins at [0,0.25] dips down to [1/2,0] and then goes up to [2,2.25]. An identical curve is mirrored on the negative side of the x-axis, creating a symmetry about the y-axis."
img_0096,(a) A linear layer is representd by a linear transformation. (b) A min-plus layer is represented by a min-plus linear transformation. (c) A max-plus layer is represented by a max-plus linear transformation.,"Three side by side diagrams labeled ""(a) Linear Layer"", ""(b) Min-Plus Layer"" and ""(c) Max-Plus Layer"". Each graph contains a small network of nodes and a corresponding matrix below it. In (a), two nodes $x_1$ and $x_2$ are fully connected to three nodes $y_1$, $y_2$ and $y_3$. Below the diagram, a standard matrix-vector multiplication is shown: $(y_i)=(w_{ij})(x_i)$. In (b), the graph is identical, but the variables are now $x'_i$, $y'_i$ and $w'_i$. The matrix multiplication is replaced with a min-plus operation: $(y'_i)=(w'_{ij})\otimes(x'_i)$. Similarly is (c), where the graph is identical except the variables are now: $x''_i$, $y''_i$ and $w''_i$ and the matrix uses a max-plus operation $(y'_i)=(w'_{ij})\odot(x'_i)$."
